wkt,id,line,plan,year,url,length
"MULTILINESTRING ((-58.3808827054451 -34.6268898004373,-58.3821710097429 -34.6269087285924,-58.38435239251 -34.6269972141428,-58.3871943348475 -34.6271236219082,-58.3893910794651 -34.627250029481,-58.3901591719887 -34.6272373887324,-58.3907275604562 -34.6271489034287,-58.3909733500638 -34.6269845733388,-58.3911730541199 -34.6265800671515,-58.3912805870731 -34.6255814340151,-58.3914188437272 -34.6237737510608,-58.3915263766804 -34.6217511220539,-58.391679995185 -34.6192354084396,-58.391679995185 -34.6189446426534,-58.3916492714839 -34.6176172206891,-58.3916492714838 -34.6155817991111,-58.391726080736 -34.6138371123183,-58.3917875281378 -34.6115234493642,-58.39186433739 -34.6098545376951,-58.3919208440582 -34.6091837800655,-58.392064041446 -34.6079580064397,-58.3921562125487 -34.6063901745606,-58.3922944692029 -34.6044429873041,-58.3923559166047 -34.6035958201529,-58.3927706865673 -34.6008140164892,-58.3927706865673 -34.6008140164892,-58.392893581371 -34.5996127542834,-58.3931547328289 -34.5972101777487,-58.3932622657821 -34.5958318261559,-58.3932469039316 -34.5955536239778,-58.3930011143239 -34.593732641259,-58.3927860484172 -34.5927841969505,-58.3924788114077 -34.5921392486358,-58.3924020021553 -34.5918230956725,-58.3924020021553 -34.5918230956725,-58.3924173640058 -34.5915322338836,-58.3925709825105 -34.5912287248444,-58.3935234172397 -34.5904193619859,-58.3958891422124 -34.5885729734562,-58.3972870706053 -34.5874600619212,-58.3994530915219 -34.5854997837638,-58.400758848812 -34.5843235946726,-58.4014654939337 -34.5837924070458,-58.4018495401955 -34.5835774015649,-58.402095329803 -34.5835141645529,-58.4028634223267 -34.5834888697347,-58.4048604628881 -34.5834635749088,-58.4059357924212 -34.583476222319,-58.4064120097859 -34.5834003378103,-58.4070879312067 -34.5832106262258,-58.4088699058615 -34.58266678395,-58.4103139198059 -34.5822114714007,-58.4107901371705 -34.5820596999967,-58.4111895452828 -34.5819838141907,-58.4121419800121 -34.5819079283155,-58.4143387246297 -34.5817814517029,-58.4153372449104 -34.5817055656429,-58.4182099109488 -34.5815158501898,-58.4200672613824 -34.5814062573145,-58.4203167091275 -34.5813760540966,-58.4206005793624 -34.5813195942627,-58.4208527959984 -34.5812296283603,-58.42103294497 -34.5811356908089,-58.4213898427417 -34.5809274532431))",1,F,Ley 670,2001,http://www.cedom.gov.ar/es/legislacion/normas/leyes/ley670.html,7965.44
"MULTILINESTRING ((-58.3738868992574 -34.5920841006919,-58.3752420882985 -34.5937280603024,-58.3758803319718 -34.5944455481087,-58.3766265160452 -34.5949181098233,-58.3773864726587 -34.5950706413272,-58.3779311390102 -34.5951220926183,-58.3779311390102 -34.5951220926183,-58.3799742651231 -34.5952738401649,-58.3820634767874 -34.5954761697956,-58.3843523925079 -34.5956784989336,-58.3872250585464 -34.5957923088572,-58.3886229869394 -34.5958175999303,-58.3922176599501 -34.5958428909957,-58.3935080553898 -34.5958428909958,-58.3935080553898 -34.5958428909958,-58.3949520693342 -34.5958428909959,-58.3961349318206 -34.5957796633185,-58.3974560509613 -34.5956026255655,-58.3986542752982 -34.5954255874353,-58.400144374794 -34.5950715100427,-58.4016344742899 -34.594717431141,-58.4018226703328 -34.5947007826186,-58.4019806575506 -34.5947284132276,-58.4021529367433 -34.594774336783,-58.4023219170985 -34.5948628565881,-58.4024640142154 -34.5949640219664,-58.4025421411003 -34.5950556727166,-58.4026115288311 -34.5951392082753,-58.4026648384055 -34.5952300640273,-58.4027251656735 -34.5953497138355,-58.4031399356363 -34.5964751651245,-58.4035777483749 -34.5977839572869,-58.4036929622534 -34.5979546677774,-58.4038773044591 -34.5980558293918,-58.4040845060297 -34.5980880475643,-58.4042688012263 -34.5980978258568,-58.4048911865903 -34.5980811197732,-58.4080710896382 -34.5980937649624,-58.4094305271003 -34.598110534102,-58.4102917426336 -34.5981063705687,-58.4112202689852 -34.5980747971779,-58.4120030804137 -34.5980524625772,-58.4144155338835 -34.5979420225679,-58.4160131663327 -34.5978661512666,-58.4208214255307 -34.5977902798962,-58.4233714927092 -34.5977776346612,-58.4245543551956 -34.5978535060435,-58.4259215598877 -34.5978661512672,-58.4262441587476 -34.5978787964889,-58.4267664616637 -34.5979293773566,-58.4269968894208 -34.5979926033978,-58.4285637981691 -34.5986627964756,-58.4289632062814 -34.59885247278,-58.4293165288423 -34.5990674387347,-58.4300692595155 -34.5996617534786,-58.4302843254221 -34.5999272969896,-58.431574720862 -34.601381448781,-58.4320125336005 -34.60191884626,-58.4322886728973 -34.6023792644109,-58.4324820688382 -34.6028596973159,-58.4326158035922 -34.6034331831571,-58.432709528157 -34.6041083649292,-58.4327781990719 -34.6051179644654,-58.4327883070496 -34.6059334140492,-58.4327729451992 -34.606477101501,-58.4327729451992 -34.6068311302713,-58.4328190307507 -34.607223088935,-58.432926563704 -34.6075644707796,-58.4331569914611 -34.6079058512207,-58.4335871232744 -34.6082598738993,-58.4338866793586 -34.6084495282858,-58.4342784065457 -34.6086138950685,-58.4345845385061 -34.6086871269894,-58.4348623101958 -34.608722866816,-58.437796270304 -34.6088161922019,-58.4392710079494 -34.608816192202,-58.4402388045292 -34.6087909050874,-58.4402388045292 -34.6087909050874,-58.4408609594733 -34.6087909050749,-58.441045301679 -34.6087719397334,-58.441234178613 -34.6087044133289,-58.4413417115662 -34.6086095864604,-58.4414891718254 -34.6084873621077,-58.4417212230998 -34.608379988403,-58.4421590358383 -34.6082851611763,-58.4432190035209 -34.608120793742,-58.4440946289978 -34.6080070007122,-58.4459226892041 -34.6077035518703))",2,G,Ley 670,2001,http://www.cedom.gov.ar/es/legislacion/normas/leyes/ley670.html,7852.63
"MULTILINESTRING ((-58.4427795245779 -34.6300481978063,-58.442779651031 -34.6300477020723,-58.4428080740224 -34.6299819660893,-58.4428655442509 -34.629671138435,-58.4429001912575 -34.6293751836665,-58.4428999224686 -34.6290676178374,-58.4429001373897 -34.629063282499,-58.4428450049754 -34.6287647926695,-58.4427028442497 -34.6284737702468,-58.4425630315981 -34.6282990825348,-58.442337444128 -34.6281452093057,-58.4419882010134 -34.6280058640877,-58.4415786716155 -34.6278617147977,-58.4412051599217 -34.6276859674418,-58.4408880149614 -34.6274537182689,-58.4406617798827 -34.6272519263673,-58.4406533707729 -34.6272426434469,-58.4405143713175 -34.6269762917644,-58.4404298816113 -34.6266559612418,-58.4404286352975 -34.6264242005082,-58.4405073590325 -34.6258611601355,-58.4405702926462 -34.6254397197846,-58.4408724808623 -34.6228398714536,-58.4408724808623 -34.6228398714536,-58.4409492901146 -34.6218791180103,-58.4410272393929 -34.6209034132374,-58.4410532416963 -34.6208090378404,-58.4411006285673 -34.6206974867411,-58.4411657469454 -34.6206007836257,-58.4412402794063 -34.6205351837762,-58.4412411850938 -34.620534386634,-58.4413482027644 -34.6204585184396,-58.4414135198822 -34.6204116166187,-58.4414145791455 -34.6204108646752,-58.4414785443174 -34.6203275933409,-58.4415637641334 -34.6201851308971,-58.4420553433485 -34.6190473589476,-58.4420560369173 -34.6186336513379,-58.4418767566401 -34.6183191943115,-58.4416434519513 -34.6180327796824,-58.4412799650872 -34.6175839601996,-58.440879433991 -34.6169441840029,-58.4407022786199 -34.6165914363471,-58.4406061365343 -34.6162468052934,-58.4405747917162 -34.6158741706268,-58.4406094198602 -34.6151747832468,-58.4406787564021 -34.6147065535375,-58.4409114697512 -34.6139272156274,-58.4410131336113 -34.6137260411081,-58.4413386558876 -34.6131007816883,-58.4415094862698 -34.6128349447811,-58.4423298901116 -34.6117058101636,-58.4425627051947 -34.611421251241,-58.4430104562091 -34.6108305390465,-58.443503993905 -34.6102207430263,-58.4438093663763 -34.6098388615194,-58.4443650360423 -34.6090979565231,-58.4445906756901 -34.6087948869403,-58.4449797380664 -34.6082685238676,-58.44551552179 -34.607553322416,-58.4458065134288 -34.6071949100931,-58.44627249906 -34.6066039569157,-58.4465988885063 -34.6061816638973,-58.4467572951203 -34.6059559959381,-58.4468789643961 -34.6056710482244,-58.4468943262466 -34.6054940315549,-58.4468328788447 -34.6052664381395,-58.4466946221904 -34.6051020647294,-58.4442981735165 -34.6035088902021,-58.4442981735165 -34.6035088902021,-58.4414101456274 -34.6015110567272,-58.4379230055699 -34.599348790394,-58.4365865245787 -34.5984762810211,-58.4353726372383 -34.5977046068795,-58.435072359781 -34.5975137190257,-58.4311945245482 -34.595018577332,-58.429757740283 -34.594112728604,-58.4248466458733 -34.5908583152361,-58.4238428677372 -34.5902049937137,-58.4213617766769 -34.5885564479238,-58.418935820038 -34.5870666467095,-58.4168562462635 -34.5857690230179,-58.4166173905943 -34.5855470345237,-58.4165413692498 -34.5853312502337,-58.4164911310603 -34.585106784281,-58.4164972748618 -34.5848601405618,-58.4165723361554 -34.5845521335971,-58.4165767066885 -34.5845457316586,-58.4168778305421 -34.5842120882735,-58.4175586405949 -34.5836885288602,-58.420430166887 -34.5817441360407,-58.4215084676131 -34.5810386359109))",3,I,Ley 670,2001,http://www.cedom.gov.ar/es/legislacion/normas/leyes/ley670.html,7317.87
"MULTILINESTRING ((-58.4125578832141 -34.6416655053737,-58.4132717317058 -34.6431021089922,-58.414005387113 -34.6446465617973,-58.4147821987206 -34.6461199784642,-58.4154079636267 -34.6471495793891,-58.4161416190339 -34.6481969189355,-58.416232586193 -34.6483402586746,-58.4162679396416 -34.6484137116196,-58.4162863855406 -34.6484997520564,-58.4162949246882 -34.6485956719925,-58.4163119149115 -34.6492626212494,-58.416357348106 -34.6519998500001,-58.416404703641 -34.6539832663724,-58.4164732624347 -34.6569558699269),(-58.4060322790835 -34.6090458312294,-58.4059459666827 -34.6100758923307,-58.4059028104824 -34.6113012932027,-58.4055791389794 -34.6125977121162,-58.4048239054722 -34.6150129043185,-58.4045002339692 -34.6160428913836,-58.4040255157647 -34.617356994256,-58.4035076413598 -34.6189551994403,-58.4032055479569 -34.6198785928528,-58.4028387202535 -34.621139363422,-58.4023424239488 -34.6228973073132,-58.4019324400449 -34.6247617525649,-58.4016303466421 -34.6262532786044,-58.4013066751391 -34.6276204872545,-58.4010477379367 -34.6288101180094,-58.4008319569347 -34.6301062634443,-58.4006377540329 -34.6312248384311,-58.4003140825298 -34.632130340469,-58.3990382695311 -34.6355459999357,-58.399026521579 -34.6355921059328,-58.3990132751848 -34.635677341516,-58.3990236050065 -34.6357550801319,-58.3990472796593 -34.6358244453314,-58.3991056302232 -34.6358979859332,-58.3991650465597 -34.635948620925,-58.3992425022958 -34.6359942646668,-58.3993209165542 -34.6360274731575,-58.3993993104579 -34.6360479264191,-58.4038417909424 -34.6368223540291,-58.4056668933818 -34.6371644542962,-58.408214111159 -34.6376074093357,-58.4102281668312 -34.6379624581341,-58.4105143541804 -34.6380341806473,-58.4107604489645 -34.638132821266,-58.4109349070247 -34.6382246229422,-58.4110656596321 -34.6383524684211,-58.4111743949007 -34.6384784437613,-58.4112782456687 -34.6386201682956,-58.4115044943166 -34.6391370533452,-58.4117055482557 -34.6395917374103,-58.4122188553027 -34.6408647464999,-58.4125578832141 -34.6416655053738),(-58.4060322790835 -34.6090458312294,-58.4061185914842 -34.6077493568513,-58.4061185914842 -34.6072875939645,-58.4058380761814 -34.6060443734285,-58.4052554674756 -34.6038598122549,-58.4048239054713 -34.6018350457051,-58.4042412967656 -34.5999523237451,-58.4037450004607 -34.5985047301969,-58.4034213289575 -34.5975011689414,-58.4028279312016 -34.5957870938013,-58.4023640020471 -34.5945348196559,-58.4010153707838 -34.5915417191563,-58.4003680277775 -34.590289381015,-58.3998836317429 -34.5893276338211,-58.3997962479186 -34.5892146316768,-58.3997048584711 -34.5891208361508,-58.3987496702617 -34.5884774541217,-58.3977786557523 -34.5878201767569,-58.3971528908462 -34.5875181827109,-58.3934414576102 -34.5856529010434,-58.3923984128927 -34.5853137433236,-58.3921575606478 -34.5852354275075,-58.3912830916536 -34.5851352891781,-58.3902493509401 -34.5850907361572,-58.3892341432525 -34.5851533176184,-58.3885539283442 -34.585286934047,-58.3877271769226 -34.5855634226404,-58.3816335862226 -34.5888173956473,-58.3807696046203 -34.5893041430344,-58.3798190545886 -34.589857282596,-58.3794994491689 -34.5900330514816,-58.3792403430074 -34.5901905502255,-58.3790307419558 -34.5903371105584,-58.3787353360108 -34.5905294204181,-58.3781669049122 -34.5908872529612,-58.3755299903145 -34.5925052758988))",4,H,Ley 317,2000,http://www.buenosaires.gob.ar/sites/gcaba/files/ley-317.pdf,11241.00
"MULTILINESTRING ((-58.4165349588178 -34.6488541106068,-58.416616207904 -34.648947865523,-58.4168216882031 -34.6491317576552,-58.4169763986874 -34.6492428213388,-58.4171891552386 -34.6493523706441,-58.4173936364317 -34.6494502759198,-58.4176902545461 -34.6495711560421,-58.4181363202626 -34.6496901157228,-58.418395604527 -34.6497314717957,-58.4195751983238 -34.6498461859666,-58.424447941356 -34.6500900527972,-58.4255974291394 -34.6501397816405,-58.4310709836493 -34.6503366143313),(-58.4125578832141 -34.6416655053737,-58.4132717317058 -34.6431021089922,-58.414005387113 -34.6446465617973,-58.4147821987206 -34.6461199784642,-58.4154079636267 -34.6471495793891,-58.4160930751465 -34.6482002468555,-58.41623557705 -34.6484137116196,-58.4163430200759 -34.6485929334209,-58.4165349588178 -34.6488541106068),(-58.3988970132744 -34.6359258155077,-58.3986282531981 -34.6366566424727,-58.3985968761611 -34.6367643967646,-58.3985857411152 -34.6368525973501,-58.398602010918 -34.6369183806902,-58.3986608935902 -34.636990275466,-58.3987624849938 -34.6370469061835,-58.3989650029924 -34.6370933561374,-58.399637270172 -34.637205818295,-58.4005278664942 -34.6373616195823,-58.4013094435887 -34.6375239865676,-58.4017726077434 -34.6376177285455,-58.4022996023178 -34.6377242494154,-58.4029740563437 -34.6378610894609,-58.4032050956207 -34.6379081630643,-58.4039438134673 -34.6380582031521,-58.4049697278309 -34.6382665753769,-58.405791031508 -34.6384320420828,-58.406371980495 -34.6385396028964,-58.4071936067688 -34.6386926146929,-58.4073615028852 -34.6387266966938,-58.407449962656 -34.63873477842,-58.4075359941883 -34.6387358077153,-58.4077959055907 -34.6387174127965,-58.4081323684374 -34.6386762157258,-58.408586419162 -34.6385978873269,-58.4088474719525 -34.6385293442718,-58.4091713149227 -34.6384290093484,-58.4093944675665 -34.6383873565012,-58.4095831377985 -34.6383631748772,-58.4098130062392 -34.6383559383992,-58.4100057668061 -34.6383701959632,-58.4102518176939 -34.6384032011124,-58.4104649120448 -34.6384658851912,-58.4107498603958 -34.6385705963989,-58.4108677695479 -34.6386298507741,-58.4109952100958 -34.6387098772873,-58.4111699773631 -34.6388451260404,-58.411333381535 -34.6389896146697,-58.4114507813482 -34.6391389755021,-58.4117055482557 -34.6395917374103,-58.4122188553027 -34.6408647464999,-58.4125578832141 -34.6416655053738),(-58.4060322790835 -34.6090458312294,-58.4059459666827 -34.6100758923307,-58.4059028104824 -34.6113012932027,-58.4055791389794 -34.6125977121162,-58.4048239054722 -34.6150129043185,-58.4045002339692 -34.6160428913836,-58.4040255157647 -34.617356994256,-58.4035076413598 -34.6189551994403,-58.4032055479569 -34.6198785928528,-58.4028387202535 -34.621139363422,-58.4023424239488 -34.6228973073132,-58.4019324400449 -34.6247617525649,-58.4016303466421 -34.6262532786044,-58.4013066751391 -34.6276204872545,-58.4010477379367 -34.6288101180094,-58.4008319569347 -34.6301062634443,-58.4006377540329 -34.6312248384311,-58.4003140825298 -34.632130340469,-58.3988970132745 -34.6359258155077),(-58.4060322790835 -34.6090458312294,-58.4061185914842 -34.6077493568513,-58.4061185914842 -34.6072875939645,-58.4058380761814 -34.6060443734285,-58.4052554674756 -34.6038598122549,-58.4048239054713 -34.6018350457051,-58.4042412967656 -34.5999523237451,-58.4037450004607 -34.5985047301969,-58.4034213289575 -34.5975011689414,-58.4028279312016 -34.5957870938013,-58.4023640020471 -34.5945348196559,-58.4010153707838 -34.5915417191563,-58.4003680277775 -34.590289381015,-58.3998893725845 -34.5893390320116,-58.3997962479185 -34.5892146316768,-58.3996933540722 -34.5891130620834,-58.3987496702617 -34.5884774541217,-58.3977786557523 -34.5878201767569,-58.3971528908462 -34.5875181827109,-58.3934414576102 -34.5856529010434,-58.3929230813681 -34.5852471913943,-58.3915990772118 -34.5838689668775,-58.3912618565722 -34.58333763611,-58.3881489712847 -34.5783958317987,-58.388086685952 -34.5783180439037,-58.3879860650659 -34.5782386708667,-58.3878708027495 -34.5781825771067,-58.3877435207443 -34.5781488237365,-58.3875598483671 -34.578129936369,-58.3873170489944 -34.5781151833326,-58.3870985972166 -34.5781093887316,-58.3866952160178 -34.5780971145511,-58.3842351070376 -34.5781233226801,-58.3838997344479 -34.5781451143682,-58.3835606551053 -34.5781908030492,-58.3833884667238 -34.5782200737659,-58.3833884667238 -34.5782200737659,-58.3831738154598 -34.5782812058638,-58.3829438499145 -34.5783883931824,-58.3824784058041 -34.578647239816,-58.3803593605328 -34.5798552270737,-58.3802567155882 -34.5799348250045,-58.3801471617981 -34.5800360167773,-58.3800577540397 -34.5801429806756,-58.3799366817119 -34.5803500641774,-58.3798898677079 -34.5804510470537,-58.3791505765931 -34.5820134164603,-58.3790928199699 -34.5821427816412,-58.3789941050556 -34.5822808224114,-58.3789486154088 -34.5823389037651,-58.3788567006678 -34.5824146128637,-58.3785834504665 -34.5825684246238,-58.3773804579529 -34.5832107926646,-58.3755227643978 -34.5842197845435,-58.372820152625 -34.5857800102022,-58.3725486965429 -34.5859478070766,-58.3724252791302 -34.5860550870541,-58.3723219531352 -34.5861792527378,-58.3722400486432 -34.5863174464528,-58.3722387162997 -34.5863204263388,-58.3721760595939 -34.5864605627557,-58.3717491538314 -34.5876822086581,-58.3717233896959 -34.587895782962,-58.3717233896959 -34.587895782962,-58.371736378394 -34.5881270381272,-58.3717960521471 -34.5883558571807,-58.3718879432933 -34.5885642201827,-58.3720328752976 -34.588781325061,-58.3720361915439 -34.5887857700442,-58.3723565589267 -34.5892261237675,-58.3727221568586 -34.5896664169929,-58.374057285649 -34.5912499733495))",5,H,Ley 5233,2014,http://www.cedom.gov.ar/es/legislacion/normas/leyes/ley5233.html,13370.00
